ORDER_COUNT_Sum_L6M,ORDER_COUNT_Sum_L1M,PAYMENT_TYPE_boleto_PAYMENT_VALUE_Sum_L1M,PAYMENT_TYPE_credit_card_ORDER_COUNT_Sum_L1M,PAYMENT_TYPE_voucher_ORDER_COUNT_Sum_L1M,ORDER_COUNT_Sum_L3M,ORDER_COUNT_Mean_L3M,ORDER_COUNT_Median_L3M,PAYMENT_TYPE_boleto_PAYMENT_VALUE_Sum_L3M,PAYMENT_TYPE_boleto_PAYMENT_VALUE_Mean_L3M,PAYMENT_TYPE_boleto_PAYMENT_VALUE_Median_L3M,PAYMENT_TYPE_credit_card_PAYMENT_VALUE_Sum_L3M,PAYMENT_TYPE_boleto_ORDER_COUNT_Sum_L3M,PAYMENT_TYPE_boleto_ORDER_COUNT_Mean_L3M,PAYMENT_TYPE_boleto_ORDER_COUNT_Median_L3M,PAYMENT_TYPE_credit_card_ORDER_COUNT_Sum_L3M,PAYMENT_TYPE_credit_card_ORDER_COUNT_Mean_L3M,PAYMENT_TYPE_credit_card_ORDER_COUNT_Median_L3M,PAYMENT_TYPE_voucher_ORDER_COUNT_Sum_L3M,PAYMENT_TYPE_voucher_ORDER_COUNT_Mean_L3M,PAYMENT_TYPE_voucher_ORDER_COUNT_Median_L3M,ORDER_COUNT_Mean_L6M,ORDER_COUNT_Median_L6M,PAYMENT_TYPE_boleto_PAYMENT_VALUE_Sum_L6M,PAYMENT_TYPE_boleto_PAYMENT_VALUE_Mean_L6M,PAYMENT_TYPE_boleto_PAYMENT_VALUE_Median_L6M,PAYMENT_TYPE_credit_card_ORDER_COUNT_Sum_L6M,PAYMENT_TYPE_credit_card_ORDER_COUNT_Mean_L6M,PAYMENT_TYPE_credit_card_ORDER_COUNT_Median_L6M,DAYS_LAST_TRANSACT_PAYMENT_TYPE_voucher_ORDER,PAYMENT_TYPE_voucher_ORDER_COUNT_Sum_L6M,PAYMENT_TYPE_voucher_ORDER_COUNT_Mean_L6M,PAYMENT_TYPE_voucher_ORDER_COUNT_Median_L6M,prediction
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,77.57,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,62.47,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
2.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,78.05,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,144.94,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,44.23,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1092.24,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,21.77,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,42.62,0.0,0.0,1.0,1.0,1.0,42.62,42.62,42.62,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,42.62,42.62,42.62,0.0,0.0,0.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,162.769998,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,N
1.0,1.0,109.5,0.0,0.0,1.0,1.0,1.0,109.5,109.5,109.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,109.5,109.5,109.5,0.0,0.0,0.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,65.78,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,443.729998,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,N
1.0,1.0,143.73,0.0,0.0,1.0,1.0,1.0,143.73,143.73,143.73,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,143.73,143.73,143.73,0.0,0.0,0.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,228.79,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,107.809998,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,36.98,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,142.51,0.0,0.0,1.0,1.0,1.0,142.51,142.51,142.51,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,142.51,142.51,142.51,0.0,0.0,0.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,178.59,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,542.66,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,137.26,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,127.479998,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,162.79,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,N
1.0,1.0,103.47,0.0,0.0,1.0,1.0,1.0,103.47,103.47,103.47,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,103.47,103.47,103.47,0.0,0.0,0.0,999.0,0.0,0.0,0.0,N
1.0,1.0,867.959998,0.0,0.0,1.0,1.0,1.0,867.959998,867.959998,867.959998,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,867.959998,867.959998,867.959998,0.0,0.0,0.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,251.089998,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,103.28,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,85.039999,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,64.42,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,52.379999,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,128.95,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,112.33,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,76.179999,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,32.769999,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,26.009999,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,84.009999,0.0,0.0,1.0,1.0,1.0,84.009999,84.009999,84.009999,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,84.009999,84.009999,84.009999,0.0,0.0,0.0,999.0,0.0,0.0,0.0,N
1.0,1.0,97.869998,0.0,0.0,1.0,1.0,1.0,97.869998,97.869998,97.869998,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,97.869998,97.869998,97.869998,0.0,0.0,0.0,999.0,0.0,0.0,0.0,N
1.0,1.0,49.849999,0.0,0.0,1.0,1.0,1.0,49.849999,49.849999,49.849999,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,49.849999,49.849999,49.849999,0.0,0.0,0.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,39.78,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,109.289999,0.0,0.0,1.0,1.0,1.0,109.289999,109.289999,109.289999,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,109.289999,109.289999,109.289999,0.0,0.0,0.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,378.159998,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,68.22,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,127.979998,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1600.51,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,58.25,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,73.96,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,364.75,0.0,0.0,1.0,1.0,1.0,364.75,364.75,364.75,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,364.75,364.75,364.75,0.0,0.0,0.0,999.0,0.0,0.0,0.0,N
1.0,1.0,83.229998,0.0,0.0,1.0,1.0,1.0,83.229998,83.229998,83.229998,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,83.229998,83.229998,83.229998,0.0,0.0,0.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,109.229998,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,32.379999,0.0,0.0,1.0,1.0,1.0,32.379999,32.379999,32.379999,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,32.379999,32.379999,32.379999,0.0,0.0,0.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,78.88,0.0,0.0,1.0,1.0,1.0,78.88,78.88,78.88,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,78.88,78.88,78.88,0.0,0.0,0.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Y
1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Y
1.0,1.0,46.69,0.0,0.0,1.0,1.0,1.0,46.69,46.69,46.69,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,46.69,46.69,46.69,0.0,0.0,0.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,89.25,0.0,0.0,1.0,1.0,1.0,89.25,89.25,89.25,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,89.25,89.25,89.25,0.0,0.0,0.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,49.599999,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,187.959998,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,777.68,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,63.9,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,236.81,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,204.829999,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,31.13,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,154.53,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,N
1.0,1.0,149.87,0.0,0.0,1.0,1.0,1.0,149.87,149.87,149.87,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,149.87,149.87,149.87,0.0,0.0,0.0,999.0,0.0,0.0,0.0,N
1.0,1.0,142.76,0.0,0.0,1.0,1.0,1.0,142.76,142.76,142.76,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,142.76,142.76,142.76,0.0,0.0,0.0,999.0,0.0,0.0,0.0,N
1.0,1.0,1076.8,0.0,0.0,1.0,1.0,1.0,1076.8,1076.8,1076.8,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1076.8,1076.8,1076.8,0.0,0.0,0.0,999.0,0.0,0.0,0.0,N
1.0,1.0,23.72,0.0,0.0,1.0,1.0,1.0,23.72,23.72,23.72,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.72,23.72,23.72,0.0,0.0,0.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,119.32,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,94.35,0.0,0.0,1.0,1.0,1.0,94.35,94.35,94.35,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,94.35,94.35,94.35,0.0,0.0,0.0,999.0,0.0,0.0,0.0,N
1.0,1.0,66.64,0.0,0.0,1.0,1.0,1.0,66.64,66.64,66.64,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,66.64,66.64,66.64,0.0,0.0,0.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,601.199998,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,108.46,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,34.0,0.0,0.0,1.0,1.0,1.0,34.0,34.0,34.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,34.0,34.0,34.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,99.32,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,199.79,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,61.769999,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,46.1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,123.39,0.0,0.0,1.0,1.0,1.0,123.39,123.39,123.39,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,123.39,123.39,123.39,0.0,0.0,0.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,118.539999,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,211.01,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,78.2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,624.9,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,233.929998,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,215.01,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,N
1.0,1.0,70.53,0.0,0.0,1.0,1.0,1.0,70.53,70.53,70.53,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,70.53,70.53,70.53,0.0,0.0,0.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,321.57,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,874.42,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,N
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,66.72,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,44.089999,0.0,0.0,1.0,1.0,1.0,44.089999,44.089999,44.089999,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,44.089999,44.089999,44.089999,0.0,0.0,0.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,112.08,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,67.36,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,41.69,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,999.0,0.0,0.0,0.0,Y
